2023-08-08 12:15:27.501100;York;19.52
2023-08-08 12:15:43.422584;York;19.47
2023-08-08 12:15:59.420567;York;19.47
2023-08-08 12:16:15.477133;York;19.47
2023-08-08 12:16:31.530543;York;19.47
2023-08-08 12:16:47.588326;York;19.47
2023-08-08 10:47:57.494501;York;19.35
2023-08-08 10:48:13.800831;York;19.35
2023-08-08 10:48:30.333358;York;19.35
2023-08-08 10:48:46.654524;York;19.35
2023-08-08 10:49:02.860009;York;19.35
2023-08-08 10:49:19.034208;York;19.35
2023-08-08 10:49:35.437782;York;19.35
2023-08-08 10:49:51.806222;York;19.35
2023-08-08 10:50:07.968845;York;19.35
2023-08-08 10:50:24.188532;York;19.35
2023-08-08 10:50:40.606716;York;19.35
2023-08-08 10:50:56.833982;York;19.35
2023-08-08 10:51:13.020165;York;19.35
2023-08-08 10:51:29.166322;York;19.35
2023-08-08 10:51:45.323891;York;19.35
2023-08-08 11:15:55.223827;York;19.3
2023-08-08 11:16:11.598654;York;19.3
2023-08-08 11:16:28.401948;York;19.3
2023-08-08 11:16:44.772457;York;19.3
2023-08-08 11:17:01.698977;York;19.3
2023-08-08 11:17:18.408439;York;19.3
2023-08-08 11:17:34.441426;York;19.3
2023-08-08 11:17:50.619607;York;19.3
2023-08-08 11:18:08.246897;York;19.3
2023-08-08 11:18:24.353546;York;19.3
2023-08-08 11:18:40.574913;York;19.3
2023-08-08 11:18:56.822972;York;19.3
2023-08-08 11:19:13.109582;York;19.3
2023-08-08 11:19:29.257620;York;19.3
2023-08-08 11:19:45.548983;York;19.3
2023-08-08 11:20:01.649564;York;19.3
2023-08-08 11:20:17.963726;York;19.3
2023-08-08 11:20:34.223395;York;19.3
2023-08-08 11:20:50.567823;York;19.3
2023-08-08 11:21:06.887988;York;19.3
2023-08-08 11:21:23.667063;York;19.3
2023-08-08 11:21:39.823766;York;19.3
2023-08-08 11:21:56.225171;York;19.3
2023-08-08 11:22:12.356815;York;19.3
2023-08-08 11:22:29.026347;York;19.3
2023-08-08 11:22:45.216215;York;19.3
2023-08-08 11:23:01.496769;York;19.3
2023-08-08 11:23:17.671198;York;19.3
2023-08-08 11:23:33.812838;York;19.3
2023-08-08 11:23:49.967190;York;19.3
2023-08-08 11:24:06.080955;York;19.3
2023-08-08 11:24:22.683844;York;19.3
2023-08-08 11:24:38.733133;York;19.3
2023-08-08 11:35:16.313070;York;19.35
2023-08-08 11:35:32.957853;York;19.35
2023-08-08 11:35:49.219457;York;19.35
2023-08-08 11:36:06.604864;York;19.35
2023-08-08 11:36:22.863724;York;19.35
2023-08-08 11:36:38.942476;York;19.35
2023-08-08 11:36:55.058011;York;19.35
2023-08-08 11:37:11.195425;York;19.35
2023-08-08 11:37:27.468081;York;19.35
2023-08-08 11:37:43.613362;York;19.35
2023-08-08 11:37:59.782878;York;19.35
2023-08-08 11:38:16.102590;York;19.35
2023-08-08 11:38:32.391888;York;19.35
2023-08-08 11:38:48.496651;York;19.35
2023-08-08 11:39:04.616548;York;19.35
2023-08-08 11:39:20.808504;York;19.35
2023-08-08 11:39:36.998515;York;19.35
2023-08-08 11:40:09.051458;York;19.35
2023-08-08 11:40:26.188025;York;19.35
2023-08-08 11:40:42.849278;York;19.35
2023-08-08 11:40:59.289030;York;19.35
2023-08-08 11:41:18.176322;York;19.35
2023-08-08 11:41:36.680763;York;19.35
2023-08-08 11:41:53.098713;York;19.35
2023-08-08 11:42:09.474670;York;19.35
2023-08-08 11:42:26.507249;York;19.35
2023-08-08 11:42:44.369381;York;19.35
2023-08-08 11:43:00.523769;York;19.35
2023-08-08 11:43:16.563769;York;19.35
2023-08-08 11:43:32.606002;York;19.35
2023-08-08 11:43:48.697973;York;19.35
2023-08-08 11:44:04.749863;York;19.35
2023-08-08 11:44:21.586805;York;19.35
2023-08-08 11:44:38.230680;York;19.35
2023-08-08 11:44:54.179334;York;19.35
2023-08-08 11:45:10.484599;York;19.35
2023-08-08 14:55:28.690802;York;21.46
2023-08-08 14:55:44.687324;York;21.46
2023-08-08 14:56:01.268988;York;21.46
2023-08-08 14:56:17.301522;York;21.46
2023-08-08 14:56:33.454733;York;21.46
2023-08-08 14:56:49.492705;York;21.46
2023-08-08 14:57:05.617598;York;21.46
2023-08-08 14:57:21.725223;York;21.46
2023-08-08 14:57:37.764527;York;21.46
2023-08-08 14:57:54.406215;York;21.46
2023-08-08 14:58:10.535013;York;21.46
2023-08-08 14:58:26.804375;York;21.46
2023-08-08 14:58:43.007440;York;21.46
2023-08-08 14:58:59.049882;York;21.46
2023-08-08 14:59:15.208481;York;21.46
2023-08-08 14:59:31.248834;York;21.46
2023-08-08 14:59:47.392260;York;21.46
2023-08-08 15:00:03.937039;York;21.46
2023-08-08 15:00:20.144682;York;21.46
2023-08-08 15:00:36.387095;York;21.46
